/Users/rmartinshort/Documents/DS_projects/national_park_insta/Np_instagram_bot/post_database/174435186_2019-07-19_15-20-08_UTC.jpg,2019-07-21 18:25:48.725535
/Users/rmartinshort/Documents/DS_projects/national_park_insta/Np_instagram_bot/post_database/1684126013_2019-07-19_12-53-27_UTC.jpg,2019-07-21 18:26:36.715617
/Users/rmartinshort/Documents/DS_projects/national_park_insta/Np_instagram_bot/post_database/1684126013_2019-07-20_18-30-28_UTC.jpg,2019-07-21 18:27:29.901523
/Users/rmartinshort/Documents/DS_projects/national_park_insta/Np_instagram_bot/post_database/1684126013_2019-07-21_18-10-12_UTC.jpg,2019-07-21 18:28:27.570976
/Users/rmartinshort/Documents/DS_projects/national_park_insta/Np_instagram_bot/post_database/174435186_2019-07-20_15-15-13_UTC.jpg,2019-07-21 18:29:08.996156
/Users/rmartinshort/Documents/DS_projects/national_park_insta/Np_instagram_bot/post_database/174435186_2019-07-20_00-07-54_UTC.jpg,2019-07-21 18:29:56.770394
/Users/rmartinshort/Documents/DS_projects/national_park_insta/Np_instagram_bot/post_database/174435186_2019-07-21_15-22-50_UTC.jpg,2019-07-21 18:30:39.308208
/Users/rmartinshort/Documents/DS_projects/national_park_insta/Np_instagram_bot/post_database/1684126013_2019-07-21_23-42-35_UTC.jpg,2019-07-21 18:31:21.765135
/Users/rmartinshort/Documents/DS_projects/national_park_insta/Np_instagram_bot/post_database/1586622205_2019-07-15_13-05-30_UTC.jpg,2019-07-21 19:25:32.926952
/Users/rmartinshort/Documents/DS_projects/national_park_insta/Np_instagram_bot/post_database/1271874892_2019-07-17_15-22-18_UTC.jpg,2019-07-21 19:28:16.797969
/Users/rmartinshort/Documents/DS_projects/national_park_insta/Np_instagram_bot/post_database/2129963644_2019-07-18_22-44-26_UTC.jpg,2019-07-21 19:30:46.698813
/Users/rmartinshort/Documents/DS_projects/national_park_insta/Np_instagram_bot/post_database/1990334915_2019-07-21_15-43-54_UTC.jpg,2019-07-21 19:33:23.235958
/Users/rmartinshort/Documents/DS_projects/national_park_insta/Np_instagram_bot/post_database/1565107527_2019-07-20_21-31-45_UTC.jpg,2019-07-26 20:15:16.780148
/Users/rmartinshort/Documents/DS_projects/national_park_insta/Np_instagram_bot/post_database/789230703_2019-07-18_00-57-49_UTC.jpg,2019-07-26 20:17:39.894651
/Users/rmartinshort/Documents/DS_projects/national_park_insta/Np_instagram_bot/post_database/2242696112_2019-07-18_18-33-18_UTC.jpg,2019-07-26 20:22:24.833339
/Users/rmartinshort/Documents/DS_projects/national_park_insta/Np_instagram_bot/post_database/1586622205_2019-07-16_19-26-19_UTC.jpg,2019-07-26 20:24:51.780561
/Users/rmartinshort/Documents/DS_projects/national_park_insta/Np_instagram_bot/post_database/3021402145_2019-07-17_00-19-56_UTC.jpg,2019-08-25 13:26:00.146261
/Users/rmartinshort/Documents/DS_projects/national_park_insta/Np_instagram_bot/post_database/6267424760_2019-07-21_19-00-07_UTC.jpg,2019-08-25 13:31:59.842589
/Users/rmartinshort/Documents/DS_projects/national_park_insta/Np_instagram_bot/post_database/2304944165_2019-07-16_16-26-41_UTC.jpg,2019-08-25 13:35:05.797151
/Users/rmartinshort/Documents/DS_projects/national_park_insta/Np_instagram_bot/post_database/354926024_2019-07-14_04-05-47_UTC.jpg,2019-08-25 16:30:39.026013
